HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experiment,Input.reward,Input.rose_cost,Input.daisy_cost,Input.tulip_cost,Input.flower_cost,Answer.Age,Answer.English,Answer.Gender,Answer.Language,Answer.daisy,Answer.experiment,Answer.rose,Answer.tulip,Answer.sanity,Answer.Comments
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3JW0YLFXRTGR3FTY1YL96NYARGKWW1,A2I8VBHRESMG9S,Approved,Sat Dec 26 10:26:11 PST 2015,Sat Dec 26 10:26:59 PST 2015,Tue Dec 29 10:26:59 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,48,100% (9/9),100% (9/9),100% (9/9),1,0.85,0.6,1.2,2.8,0.8,58,No,Male,English,0,1,0,0.94,1,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3QXNC7EIPIVNJTF5FGIWL8HVSES902,A248ARSA6FS20S,Approved,Sat Dec 26 19:08:35 PST 2015,Sat Dec 26 19:09:15 PST 2015,Tue Dec 29 19:09:15 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,40,100% (9/9),100% (9/9),100% (9/9),1,0.85,0.6,1.2,2.8,0.8,54,No,Male,English,0.72,1,0,0.91,1,None
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3RUIQRXJBBOVHR50T675O10EV2DLL5,A3OOD9IMOHPPFQ,Approved,Sat Dec 26 10:41:04 PST 2015,Sat Dec 26 10:45:30 PST 2015,Tue Dec 29 10:45:30 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,266,100% (2/2),100% (1/1),100% (1/1),1,0.85,0.6,1.2,2.8,0.8,52,No,Female,English,0,1,0,1,1,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3TAYZSBPLL8CKIEI39M1LRF0HWQS2X,A219VCQZADQ45W,Approved,Sat Dec 26 09:37:23 PST 2015,Sat Dec 26 09:38:31 PST 2015,Tue Dec 29 09:38:31 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,68,100% (1/1),100% (1/1),100% (1/1),1,0.85,0.6,1.2,2.8,0.8,63,No,Female,ENGLISH,1,1,0,1,1,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3TPWUS5F891IPHNTK7L8UTR7Z04CWA,A2HR7ZIX42FEPG,Approved,Sat Dec 26 10:46:11 PST 2015,Sat Dec 26 10:46:44 PST 2015,Tue Dec 29 10:46:44 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,33,100% (9/9),100% (9/9),100% (9/9),1,0.85,0.6,1.2,2.8,0.8,28,No,Female,english,0,1,0,0.41,0.89,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3VHHR074H3HW26GYPC6V5WID0NVL7T,A111JI6APXR6QV,Approved,Sun Dec 27 04:48:44 PST 2015,Sun Dec 27 04:51:12 PST 2015,Wed Dec 30 04:51:12 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,148,100% (1/1),100% (1/1),100% (1/1),1,0.85,0.6,1.2,2.8,0.8,71,Yes,Male,Malayalam,0,1,1,1,1,Nice and interesting. Thanks.
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3VNL7UK1XFJX0C39G46YFF5BSJ6TF4,A1GKEEI844CEKI,Approved,Sat Dec 26 08:29:00 PST 2015,Sat Dec 26 08:29:59 PST 2015,Tue Dec 29 08:29:59 PST 2015,Sun Dec 27 07:27:20 PST 2015,,,59,100% (10/10),100% (9/9),100% (9/9),1,0.85,0.6,1.2,2.8,0.8,37,Yes,Male,ENglish,0.86,1,0.17,0.25,0.75,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3WQQ9FUS6AUOPBZ584975TI3Z8Q8B9,A2OAZPREKF6PQR,Approved,Sat Dec 26 07:04:37 PST 2015,Sat Dec 26 07:05:16 PST 2015,Tue Dec 29 07:05:16 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,39,100% (9/9),100% (9/9),100% (9/9),1,0.85,0.6,1.2,2.8,0.8,26,Yes,Female,Telugu,1,1,1,1,1,no
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3X1FV8S5JXRIR43TWJCVYIT8QJPGV9,ABUNAEPK8GV63,Approved,Sat Dec 26 09:22:11 PST 2015,Sat Dec 26 09:24:21 PST 2015,Tue Dec 29 09:24:21 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,130,100% (1/1),100% (1/1),100% (1/1),1,0.85,0.6,1.2,2.8,0.8,31,No,Male,English,0.82,1,0.73,0.81,0.28,
3IHWR4LC7DDWQZFIOCWM2WQVQVL8IB,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:05 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:05 PST 2016,,,3XUHV3NRVKYFT6JPAYC0FKBASVZ5HP,A3KOVCQYR8K3HY,Approved,Sat Dec 26 09:01:55 PST 2015,Sat Dec 26 09:04:33 PST 2015,Tue Dec 29 09:04:33 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,158,100% (5/5),100% (5/5),100% (5/5),1,0.85,0.6,1.2,2.8,0.8,47,No,Female,{},0,1,0,1,1,Thank you.
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,30JNVC0OR9K4MS2NUQ03DV61OWCHQE,A2TUNPP2GOQ1N3,Approved,Sun Dec 27 03:41:01 PST 2015,Sun Dec 27 03:45:19 PST 2015,Wed Dec 30 03:45:19 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,258,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,48,No,Male,Malayalam,0,2,0,1,0.09,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,30LB5CDZNCA2PKXIJECVYWJO7IB0Z5,AVQGY7FCU80XP,Approved,Sun Dec 27 09:50:39 PST 2015,Sun Dec 27 09:53:11 PST 2015,Wed Dec 30 09:53:11 PST 2015,2015-12-30 17:58:11 UTC,,,152,100% (2/2),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,39,No,Male,english,0.83,2,0,0.76,0.83,no comments
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,33FOTY3KEMLPOG7QNJWN131D3R21CF,A2TRT2GUCLEHR2,Approved,Sat Dec 26 19:43:28 PST 2015,Sat Dec 26 19:45:14 PST 2015,Tue Dec 29 19:45:14 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,106,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,36,No,Male,English,1,2,0,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,33JKGHPFYCU5B9Q65VOZ16JS029NMH,A2UF2FRGVW4T89,Approved,Sat Dec 26 12:57:17 PST 2015,Sat Dec 26 12:58:16 PST 2015,Tue Dec 29 12:58:16 PST 2015,Sun Dec 27 07:27:21 PST 2015,,,59,100% (9/9),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,42,No,Male,English,1,2,0,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,35DR22AR5DK91HW01J6T391K2UHX3K,A2BO8M77CS3SGZ,Approved,Sun Dec 27 04:10:25 PST 2015,Sun Dec 27 04:12:02 PST 2015,Wed Dec 30 04:12:02 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,97,100% (8/8),100% (8/8),100% (8/8),2,0.85,0.6,1.02,2.5,0.8,31,No,Female,English,0.81,2,0.24,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,37UQDCYH6XVZYBSS3G81S5GFRG9V7O,A2HR7ZIX42FEPG,Approved,Sat Dec 26 10:41:12 PST 2015,Sat Dec 26 10:43:11 PST 2015,Tue Dec 29 10:43:11 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,119,100% (9/9),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,28,No,Female,english,0.11,2,0,0.31,0.28,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3CFVK00FWLLDY62T6213ZIIH5BV6LX,A3PYB8Z6FFWSOV,Approved,Sat Dec 26 19:10:45 PST 2015,Sat Dec 26 19:11:29 PST 2015,Tue Dec 29 19:11:29 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,44,100% (11/11),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,26,No,Female,English,1,2,0,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3CTOC39K37QQ7GSYMRUIPH5LWTW7J9,A2QQY4S73JO639,Approved,Sat Dec 26 08:11:38 PST 2015,Sat Dec 26 08:14:57 PST 2015,Tue Dec 29 08:14:57 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,199,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,32,Yes,Male,hindi,1,2,1,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3FPRZHYEPY7HXSR5145BFO4ZMEEV3A,A2OAZPREKF6PQR,Approved,Sat Dec 26 07:03:05 PST 2015,Sat Dec 26 07:03:39 PST 2015,Tue Dec 29 07:03:39 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,34,100% (9/9),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,26,Yes,Female,Telugu,0,2,0,0,0,no
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3G0WWMR1UVKWWOOYXOVGIF3XA30QN1,A1ZS6ODC4COFFS,Approved,Sat Dec 26 10:39:20 PST 2015,Sat Dec 26 11:17:14 PST 2015,Tue Dec 29 11:17:14 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,2274,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,32,No,Female,English,1,2,0,1,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3HVVDCPGTES303K4LUYM40CRYUWYT6,A1GKEEI844CEKI,Approved,Sat Dec 26 08:31:42 PST 2015,Sat Dec 26 08:32:25 PST 2015,Tue Dec 29 08:32:25 PST 2015,Sun Dec 27 07:27:22 PST 2015,,,43,100% (10/10),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,37,No,Male,English,0.92,2,0.31,0.78,0.79,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3KIBXJ1WD5US36QFLYBW1IRT17DKOI,A2I8VBHRESMG9S,Approved,Sat Dec 26 10:29:13 PST 2015,Sat Dec 26 10:29:53 PST 2015,Tue Dec 29 10:29:53 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,40,100% (9/9),100% (9/9),100% (9/9),2,0.85,0.6,1.02,2.5,0.8,58,No,Male,Englisg,0.13,2,0,0.92,1,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3LBXNTKX0RVVGJLGIS73UM462HW9X8,A3OZ8KF0HWSVWK,Approved,Sat Dec 26 06:58:50 PST 2015,Sat Dec 26 07:02:45 PST 2015,Tue Dec 29 07:02:45 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,235,100% (3/3),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,50,No,Male,English,0.71,2,0,1,0.97,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3LWJHTCVCCMK8WBHZ0C3AAUO8CEQFU,A292QSLC0BUT0O,Approved,Sat Dec 26 10:38:03 PST 2015,Sat Dec 26 10:38:52 PST 2015,Tue Dec 29 10:38:52 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,49,100% (3/3),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,37,No,Male,english,0,2,0,0,0,
3KVQ0UJWPXLV4CGLFVTYR3PC3GI5WD,3VQ8315AQ13GRDZBN7Q0N8W1AA6XOT,Take part in a short linguistics experiment,Answer questions about a hypothetical communication game,"survey, questionnaire, experiment",$0.25 ,Sat Dec 26 06:54:06 PST 2015,20,BatchId:2211819;,3600,259200,Sat Jan 02 06:54:06 PST 2016,,,3MHW492WW0DIJEZF7MAQBND5M5XVMS,A1DRFDGG2KCOI2,Approved,Sat Dec 26 07:53:04 PST 2015,Sat Dec 26 07:55:06 PST 2015,Tue Dec 29 07:55:06 PST 2015,Sun Dec 27 07:27:23 PST 2015,,,122,100% (1/1),100% (1/1),100% (1/1),2,0.85,0.6,1.02,2.5,0.8,49,No,Female,tamil,0.96,2,0.06,0.95,0.94,interesting
